ResponseId,demo_part2_religion,demo_part2_free,demo_religserv-PEW,demo_religimp-PEW,demo_part3_pray-PEW,religion_cat,religion_denom
R_zYFPa0KB8FLdmSJ,Agnostic,NA,Never,Not at all important,Seldom,Agnostic,Non-religious
R_1jm5zWS2X3jBEw4,"Christian, no specific denomination",NA,A few times a year,Very important,Several times a day,"Christian, no specific denomination",Christian
R_9YuZ0gejtc5OEVj,Atheist,No,Never,Not at all important,Never,Atheist,Non-religious
R_11azGjZAxUpWpoJ,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_2CB7wUlaHrqtMek,Catholic,NA,Once a week,Very important,Once a day,Catholic,Christian
R_33ltnisHyfCG8Dz,"Christian, no specific denomination",NA,A few times a year,Very important,Several times a day,"Christian, no specific denomination",Christian
R_Agl2pPt5xQi2Avv,Spiritual but not religious,I watch a Unitarian broadcast on FaceBook. I'm a mix of Christian and Wiccan...I can't explain it. It works for me and I'm so blessed.,Once a week,Somewhat important,Once a day,Spiritual but not religious,New Age / Spiritual
R_3Rn2CnWnVzH41HI,"Christian, no specific denomination",NA,Never,Not too important,Seldom,"Christian, no specific denomination",Christian
R_2QFdIN2c2eusV6U,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_2asgPsVSLe5q11q,Atheist,"I don't really think about religion that much, honestly.",Never,Not at all important,Never,Atheist,Non-religious
R_1pAQvxUzebwoktX,Protestant,NA,Seldom,Somewhat important,A few times a month,Protestant,Christian
R_3h3WGxzwvZ0vwBd,Catholic,NA,Seldom,Not too important,Seldom,Catholic,Christian
R_23w5oyVtMxeaPYZ,Catholic,NA,Never,Not at all important,Never,Catholic,Christian
R_2ve2StDcxoBJ4kM,Atheist,I've never had a sense of spirituality,Never,Not at all important,Seldom,Atheist,Non-religious
R_ZeLScu4zSw9wHy9,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1LHzLDBiIjCaJw3,Agnostic,"I was raised Protestant, but really only at easter and christmas",Never,Not at all important,Never,Agnostic,Non-religious
R_3r2QsbHthPwHoAf,"Agnostic,Atheist,Nothing in particular",NA,Seldom,Not too important,Never,More than one non-religious identity,Non-religious
R_1DOaNOLo2CUjJOP,Agnostic,NA,A few times a year,Not at all important,Never,Agnostic,Non-religious
R_2YWC3OfWGOd8Lt0,"Evangelical or ""born again""","No, nothing else.",A few times a year,Somewhat important,A few times a month,"Evangelical or ""born again""",Christian
R_0P2RoX5gKCTREqd,Agnostic,NA,Never,Not at all important,A few times a month,Agnostic,Non-religious
R_3nTyA0xjUFXco5Y,Protestant,NA,Once a week,Very important,Once a day,Protestant,Christian
R_1Q6C7a6jDQWKtZu,Catholic,NA,A few times a year,Somewhat important,Once a day,Catholic,Christian
R_2q8Hzr9V1ietqLv,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_2b0Ors6qbiIKg6D,Spiritual but not religious,NA,Never,Not at all important,Never,Spiritual but not religious,New Age / Spiritual
R_w7c2zenKkTrDj2x,"Christian, no specific denomination",NA,Seldom,Very important,Several times a day,"Christian, no specific denomination",Christian
R_1hLn3qtfibD7wvr,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_12DQI3b8FymYqVm,Spiritual but not religious,NA,Seldom,Somewhat important,A few times a month,Spiritual but not religious,New Age / Spiritual
R_1mwQAeNBpTUBfdp,Spiritual but not religious,NA,Never,Not at all important,Never,Spiritual but not religious,New Age / Spiritual
R_24bG4F3GmdbKX3L,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_1E3SRwy50cMHvhD,"Buddhist,Pagan, Wiccan, or other New Age faiths",NA,Seldom,Not too important,Seldom,More than one religion/spirituality,More than one religion/spirituality
R_3PAdYUHnvczFUQM,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_ZIerpTnYALJhoE9,"Agnostic,Atheist,Nothing in particular",don't believe in spirits,Never,Not too important,Never,More than one non-religious identity,Non-religious
R_W3zijW8y25f0hH3,Atheist,NA,Seldom,Not at all important,Never,Atheist,Non-religious
R_3fUKGjctIgjk2I4,Protestant,"no, thanks",Once a week,Somewhat important,Seldom,Protestant,Christian
R_2gDTeqJS7jkUnKx,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_2qsWqjXqxM24at3,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_2Y5lWSiyrCaYeml,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_3CUTrFivwaW0Sn6,Atheist,none,Never,Not at all important,Never,Atheist,Non-religious
R_3qUJgQrhAb4jXw5,Atheist,NA,Seldom,Not at all important,Never,Atheist,Non-religious
R_2yrRFUAjazVgigK,Atheist,"I just simply don't believe in any supernatural claims. For most claims, I can't prove that they're false, I just simply lack belief.",Never,Not at all important,Never,Atheist,Non-religious
R_2lgtRRS7wwRC9Ed,Atheist,I think organized religion is a sham and that people blame gods way too often for their behaviors instead of taking accountability,Never,Not at all important,Never,Atheist,Non-religious
R_qyfcbPqOaom5mil,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_Qie6uZYKzhn9u5b,Catholic,NA,Once a week,Very important,Once a day,Catholic,Christian
R_1LhY2KU2khlGgvO,Catholic,I think organized religion is often dangerous to society.,Never,Not too important,Seldom,Catholic,Christian
R_3pfoszbdrqOHEvj,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_2Qhw0w1EH6og9qi,"Atheist,Something else (Please describe below.)",The brain is just a hard drive. There's no eternal beings trapped in there,Never,Not at all important,Never,More than one religion/spirituality,More than one religion/spirituality
R_2scf7rABlniuyqp,Catholic,none,A few times a year,Very important,Several times a day,Catholic,Christian
R_2y8wNA3xMKHE9pf,Protestant,NA,A few times a year,Not too important,Seldom,Protestant,Christian
R_3IblyxFOksutu8l,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_UmRdvO3s05xhEwV,"Christian, no specific denomination",NA,A few times a year,Somewhat important,A few times a week,"Christian, no specific denomination",Christian
R_1JIptK8iKfXUHwX,Protestant,NA,Never,Not at all important,Never,Protestant,Christian
R_1Qs914s7JEqGtDg,Atheist,NA,Seldom,Not at all important,Never,Atheist,Non-religious
R_22V55s6jNXJyBkn,Agnostic,No,Never,Not at all important,Never,Agnostic,Non-religious
R_31ozV4lbOvkN9o8,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_1K9AkceGuaJgjGm,"Some other kind of Christianity (Please describe below.),Agnostic",NA,Seldom,Not too important,A few times a month,More than one religion/spirituality,More than one religion/spirituality
R_1rMOnQuHzjfLzwU,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_xGI9GHkcRgFJg7D,Nothing in particular,"I grew up in a catholic family. But never had to do the typical catholic rituals my family had to do. Some things stuck with me that I felt faith in. I don’t really follow a certain religion but I do pray and show gratitude. I feel connected to something and when I do pray, I refer to God. I believe in God, spirits, and guardian angels. So all I basically do is pray (by speaking in my head) and show gratitude.",Never,Not too important,A few times a week,Nothing in particular,Non-religious
R_3LjaK43V4BZCPzv,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_1k0x3K3vr8U31mD,"Member of the Church of Jesus Christ of Latter-day Saints (sometimes known as ""Mormon""),Christian, no specific denomination",NA,Seldom,Very important,Seldom,More than one Christian identity,Christian
R_33gclr1W0VVPSK0,"Evangelical or ""born again""",I believe in God and I struggle a lot in my faith because I don't feel God' presence. I run away from him instead of going to him.  I had spiritual experience as a child that made me have a nervous breakdown.  It still happens at times.  I don't like to dream because I can't explain my dreams.  Some are recurring.  I don't sleep well at all.  I hear voices at times.  I struggle with my spiritual life in praying and reading my Bible.,A few times a year,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_3fjlv1Vx7fv4zhI,"Christian, no specific denomination",no,Never,Somewhat important,Once a week,"Christian, no specific denomination",Christian
R_1IrS2vIKPfqR0gA,Atheist,no,Never,Not at all important,Never,Atheist,Non-religious
R_28ZgsmqUNawo8V9,Protestant,No,Seldom,Somewhat important,A few times a month,Protestant,Christian
R_9A1a3AJEnb0rnYl,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_XoFeDrMDnePU7Pr,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_2ASe3RK3OQQsSVJ,Catholic,NA,A few times a year,Very important,A few times a month,Catholic,Christian
R_3EXZzYfcDtqb8Kf,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_zfoTIm8Sho1tB6h,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_2aIS74SjXZdf9YE,"Christian, no specific denomination",NA,Once or twice a month,Somewhat important,A few times a week,"Christian, no specific denomination",Christian
R_3hgsPJjywrDzzhW,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_3e4ifg4nfi6zRcY,"Some other kind of Christianity (Please describe below.),Some other world religion (Please describe below.),Spiritual but not religious,Nothing in particular,Something else (Please describe below.)",NA,Never,Not at all important,Never,More than one religion/spirituality,More than one religion/spirituality
R_3fe0MZLrsyWAIUL,Spiritual but not religious,NA,Never,Not too important,Seldom,Spiritual but not religious,New Age / Spiritual
R_2uX5WU5bVr7fDQn,Some other kind of Christianity (Please describe below.),NA,Seldom,Very important,Once a day,Some other kind of Christianity (Please describe below.),Christian
R_UDX4qTlhxxGTh73,Buddhist,NA,Seldom,Somewhat important,A few times a month,Buddhist,Other World Religion
R_2XiBhEIpwee1FEy,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_2WZRrJ0gE3Yonpt,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1rejS70RXLJ6ZaO,Atheist,NA,NA,Not at all important,Never,Atheist,Non-religious
R_Pv9iQnxdaUr3NK1,Catholic,NA,Once or twice a month,Very important,Several times a day,Catholic,Christian
R_2qmG4hgeJhL8QJ4,"Protestant,Evangelical or ""born again""",NA,Once a week,Very important,A few times a week,"Evangelical or ""born again""",Christian
R_O21pdCYtsFfZnIl,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_31iuuaA9aHKjlXt,Muslim,NA,Seldom,Somewhat important,Once a day,Muslim,Other World Religion
R_3h9nTYn0p2ysXDC,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_2Vg0RjcchHtss9Z,Atheist,N/A,Never,Not at all important,Never,Atheist,Non-religious
R_20OHn8zBFx2xbST,Catholic,NA,A few times a year,Somewhat important,A few times a month,Catholic,Christian
R_2TuWixhcSL7QM0E,Spiritual but not religious,NA,Never,NA,Several times a day,Spiritual but not religious,New Age / Spiritual
R_3HSpEnwGEu0oJkz,Protestant,NA,Once or twice a month,Very important,A few times a week,Protestant,Christian
R_1GN7PomwJ9FTJfQ,Atheist,I was raised Christian but the way I was treated as a girl in the church turned me away from it. The men were very controlling even when I was a child,Never,Not at all important,Never,Atheist,Non-religious
R_3lDjZqPYmHJF7Rp,"Pagan, Wiccan, or other New Age faiths,Spiritual but not religious",NA,Seldom,Not too important,Seldom,More than one religion/spirituality,More than one religion/spirituality
R_2AX8NQLXTd4KaSV,Agnostic,no,Never,Not at all important,Seldom,Agnostic,Non-religious
R_3LjaggT4Ru6agZt,Catholic,NA,Once a week,Very important,Seldom,Catholic,Christian
R_3w7U07Oi7dEUcCZ,Agnostic,NA,Never,Not at all important,Seldom,Agnostic,Non-religious
R_2aXOHRVxxWgwiQG,"Christian, no specific denomination",NA,NA,Not too important,NA,"Christian, no specific denomination",Christian
R_3I3uoMVzNLk7iSJ,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_3Jt7xRM7RsbCQ6i,"Christian, no specific denomination",NA,Once a week,Very important,Several times a day,"Christian, no specific denomination",Christian
R_1NqO6sbRbV7Il9G,"Christian, no specific denomination",NA,Seldom,Very important,Several times a day,"Christian, no specific denomination",Christian
R_sdKywCg4XfhEcrn,"Christian, no specific denomination",NA,Seldom,Somewhat important,A few times a week,"Christian, no specific denomination",Christian
R_3F1VW0ZtTD5bm8Y,"Member of the Church of Jesus Christ of Latter-day Saints (sometimes known as ""Mormon"")",NA,Once a week,Very important,Once a day,"Member of the Church of Jesus Christ of Latter-day Saints (sometimes known as ""Mormon"")",Christian
R_3NURvW1KXp3lo3v,"Christian, no specific denomination,Buddhist,Jewish,Pagan, Wiccan, or other New Age faiths",NA,Seldom,Very important,Several times a day,More than one religion/spirituality,More than one religion/spirituality
R_1I5D2e6xSuLq4sg,Some other kind of Christianity (Please describe below.),I have always felt that I was going to be here at the end of days. It's starting to look like that is going to happen...,More than once a week,Very important,Several times a day,Some other kind of Christianity (Please describe below.),Christian
R_2uBxhW2udXUyVeQ,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_2Cku7yvPd5SbKL6,"Evangelical or ""born again""",NA,More than once a week,Very important,A few times a month,"Evangelical or ""born again""",Christian
R_db4DmKUrDqJyRRn,Protestant,NA,A few times a year,Somewhat important,Never,Protestant,Christian
R_6zM6HNTmpESRCc9,"Some other kind of Christianity (Please describe below.),Some other world religion (Please describe below.),Nothing in particular",NA,A few times a year,Not too important,A few times a month,More than one religion/spirituality,More than one religion/spirituality
R_3RwMX7pkBaJBHnU,Spiritual but not religious,"Raised Catholic; know about many different religions and respect SOME of their rituals. Mostly, I find I can talk to God whenever and wherever I want and that most Christian Churches are dens of hypocrisy.",Never,Not at all important,Several times a day,Spiritual but not religious,New Age / Spiritual
R_3jTIfb3pPoGorNV,Agnostic,NA,Seldom,Not too important,Seldom,Agnostic,Non-religious
R_2CBUgbiRzBt3sZ4,"Christian, no specific denomination",NA,A few times a year,Somewhat important,Once a day,"Christian, no specific denomination",Christian
R_2fxNTvRNzFWN3qr,Agnostic,"I was raised as a Jehovah's Witness but never got baptized and never agreed with them, I just went because my parents made me.",Never,Not at all important,Never,Agnostic,Non-religious
R_2xDmEBNxElgceJl,Atheist,NA,A few times a year,Not at all important,Never,Atheist,Non-religious
R_3nfnDEMn18Fbfln,"Evangelical or ""born again""",NA,Once or twice a month,Very important,Once a day,"Evangelical or ""born again""",Christian
R_2SuEOcy2JdJ76jj,"Protestant,Evangelical or ""born again""",NA,Once a week,Very important,A few times a week,"Evangelical or ""born again""",Christian
R_1g5XcH6kpL5XL92,Spiritual but not religious,"I believe in God, but not religion. I think religion has been generally harmful to humanity especially in recent days.",Never,Not at all important,Several times a day,Spiritual but not religious,New Age / Spiritual
R_2q4c6t8yYddE239,Protestant,NA,More than once a week,Very important,Several times a day,Protestant,Christian
R_21oZ9keKkTQuwWq,Agnostic,NA,NA,Not too important,Seldom,Agnostic,Non-religious
R_2OUrcYSUVoK10I4,"Protestant,Evangelical or ""born again"",Christian, no specific denomination",NA,A few times a year,Very important,Once a day,"Evangelical or ""born again""",Christian
R_yBJfzWKxkCqOo5r,"Christian, no specific denomination",God is very important to my everyday life and my peace of mind.,Never,Very important,Several times a day,"Christian, no specific denomination",Christian
